Filename,Original,Translate
trad_divina_commedia_inferno_3_15.csv,"e s io non fossi s  per tempo morto,","Se non fossi morto troppo presto,"
trad_divina_commedia_inferno_3_15.csv,"veggendo il cielo a te cos  benigno,","visto che il Cielo ti favorisce tanto,"
trad_divina_commedia_inferno_3_15.csv,dato t avrei a l opera conforto.,Ti avrei dato conforto nel tuo lavoro.
trad_divina_commedia_inferno_3_15.csv,Ma quello ingrato popolo maligno," Ma quel maligno, ingrato rabble"
trad_divina_commedia_inferno_3_15.csv,che discese di Fiesole,che   venuto gi  da Fiesole molto tempo fa
trad_divina_commedia_inferno_3_15.csv,"antico,",e ancora schiaffi della montagna e della roccia
trad_divina_commedia_inferno_3_15.csv,"e tiene ancor del monte e del macigno,"," Giustamente diventer , a causa delle vostre buone azioni,"
trad_divina_commedia_inferno_3_15.csv,"ti si far , per tuo ben far, nimico ",il tuo nemico  tra i sorbi amareggiati
trad_divina_commedia_inferno_3_15.csv,"ed   ragion, ch  tra li lazzi sorbi",non   adatto il fico dolce venire alla frutta.
trad_divina_commedia_inferno_3_15.csv,si disconvien fruttare al dolce fico.," Il mondo ha da tempo creduto che fossero ciechi,"
trad_divina_commedia_inferno_3_15.csv,Vecchia fama nel mondo li chiama orbi ,"un popolo avido, invidioso e orgoglioso."
trad_divina_commedia_inferno_3_15.csv,"gent    avara, invidiosa e superba ",Assicuratevi di rimanere intatti dalle loro abitudini.
trad_divina_commedia_inferno_3_15.csv,dai lor costumi fa che tu ti forbi.,Il tuo destino ti riserva un tale onore.
trad_divina_commedia_inferno_3_15.csv,"La tua fortuna tanto onor ti serba,","entrambe le parti avranno fame di divorarvi,"
trad_divina_commedia_inferno_3_15.csv,che l una parte e l altra avranno fame,ma l erba sar  lontana dal capro.
trad_divina_commedia_inferno_3_15.csv,di te  ma lungi fia dal becco l erba., Lasciate che le bestie di Fiesolano facciano il foraggio
trad_divina_commedia_inferno_3_15.csv,Faccian le bestie fiesolane strame,"di se stessi ma risparmia la pianta,"
trad_divina_commedia_inferno_3_15.csv,"di lor medesme, e non tocchin la pianta,","se sul loro sterco spuntano ancora,"
trad_divina_commedia_inferno_3_15.csv,"s alcuna surge ancora in lor letame,", la pianta in cui vive il sacro seme
trad_divina_commedia_inferno_3_15.csv,in cui riviva la sementa santa,di quei pochi romani rimasti
trad_divina_commedia_inferno_3_15.csv,di que  Roman che vi rimaser quando,quando divenne la casa di tanta malizia. 
trad_divina_commedia_inferno_3_15.csv,fu fatto il nido di malizia tanta .,"Se tutte le mie preghiere fossero esaudite,"
trad_divina_commedia_inferno_3_15.csv," Se fosse tutto pieno il mio dimando ,",Gli dissi   Non lo faresti ancora. 
trad_divina_commedia_inferno_3_15.csv,"rispuos io lui,  voi non sareste ancora",essere banditi dall umanit .
trad_divina_commedia_inferno_3_15.csv,de l umana natura posto in bando , Poich  ricordo bene e ora mi lamento
trad_divina_commedia_inferno_3_15.csv,"ch   n la mente m   fitta, e or m accora,","la carissima, gentile, paterna immagine di Te"
trad_divina_commedia_inferno_3_15.csv,la cara e buona imagine paterna,"quando, l  nel mondo, di tanto in tanto,"
trad_divina_commedia_inferno_3_15.csv,di voi quando nel mondo ad ora ad ora,Mi hai insegnato come l uomo si rende immortale.
trad_divina_commedia_inferno_3_15.csv,m insegnavate come l uom s etterna ,E quanta gratitudine devo per questo
trad_divina_commedia_inferno_3_15.csv,"e quant io l abbia in grado, mentr io vivo","la mia lingua, mentre vivo ancora, deve riferire. "
trad_divina_commedia_inferno_3_15.csv,convien che ne la mia lingua si scerna., Quello che racconti del mio futuro lo registro
trad_divina_commedia_inferno_3_15.csv,"Ci  che narrate di mio corso scrivo,","e tenere per la lucentezza, insieme con altri testi,"
trad_divina_commedia_inferno_3_15.csv,e serbolo a chiosar con altro testo,"da una donna di discernimento, se dovessi raggiungerla."
trad_divina_commedia_inferno_3_15.csv,"a donna che sapr , s a lei arrivo.",Questo vorrei che tu sapessi 
trad_divina_commedia_inferno_3_15.csv,"Tanto vogl io che vi sia manifesto,","fino a quando la coscienza non si ribella,"
trad_divina_commedia_inferno_3_15.csv,"pur che mia cosc enza non mi garra,",Sono pronto per la Fortuna come vuole lei.
trad_divina_commedia_inferno_3_15.csv,"ch a la Fortuna, come vuol, son presto.",Questa profezia non mi   sconosciuta.
trad_divina_commedia_inferno_3_15.csv,Non   nuova a li orecchi miei tal arra ,Lascia che la Fortuna faccia girare la ruota proprio come le pare.
trad_divina_commedia_inferno_3_15.csv,per  giri Fortuna la sua rota,e lascia che il contadino zoppo si impadronisca della sua zappa. 
trad_divina_commedia_inferno_3_15.csv,"come le piace, e  l villan la sua marra .",A quel punto ho visto il lato destro del viso del mio padrone.
trad_divina_commedia_inferno_3_15.csv,Lo mio maestro allora in su la gota,Torn  indietro nella mia direzione e disse 
trad_divina_commedia_inferno_3_15.csv,destra si volse in dietro e riguardommi ,Lui ascolta bene chi prende quello che sente.
trad_divina_commedia_inferno_3_15.csv,poi disse   Bene ascolta chi la nota .,"Tuttavia, continuo a parlare"
trad_divina_commedia_inferno_3_15.csv,N  per tanto di men parlando vommi,"con ser Brunetto, chiedendo chi, dei suoi compagni,"
trad_divina_commedia_inferno_3_15.csv,"con ser Brunetto, e dimando chi sono","sono i pi  eminenti, i pi  degni di essere conosciuti."
trad_divina_commedia_inferno_3_15.csv,li suoi compagni pi  noti e pi  sommi.,E lui   Alcuni di loro   bene sapere.
trad_divina_commedia_inferno_3_15.csv,Ed elli a me   Saper d alcuno   buono ,"Altri   meglio non parlare,"
trad_divina_commedia_inferno_3_15.csv,"de li altri fia laudabile tacerci,",Perche  il tempo sarebbe troppo breve per parlare cosi  tanto.
trad_divina_commedia_inferno_3_15.csv,ch   l tempo saria corto a tanto suono.," In sintesi, si noti che tutti loro erano chierici"
trad_divina_commedia_inferno_3_15.csv,In somma sappi che tutti fur cherci,"o grandi e famosi studiosi, ammaliati"
trad_divina_commedia_inferno_3_15.csv,"e litterati grandi e di gran fama,",nel mondo di sopra per un solo peccato.
trad_divina_commedia_inferno_3_15.csv,d un peccato medesmo al mondo lerci.," Priscian va con quella folla miserabile,"
trad_divina_commedia_inferno_3_15.csv,"Priscian sen va con quella turba grama,",e anche Francesco d Accorso.
trad_divina_commedia_inferno_3_15.csv,"e Francesco d Accorso anche  e vedervi,","un desiderio di tanta sporcizia, avresti potuto vedere"
trad_divina_commedia_inferno_3_15.csv,"s avessi avuto di tal tigna brama,",quello trasferito dal Servo dei Servi
trad_divina_commedia_inferno_3_15.csv,colui potei che dal servo de  servi,"dall Arno al Bacchiglione,"
trad_divina_commedia_inferno_3_15.csv,"fu trasmutato d Arno in Bacchiglione,",dove ha lasciato i suoi nervi sporchi di peccato.
trad_divina_commedia_inferno_3_15.csv,dove lasci  li mal protesi nervi.,"  Direi di pi , ma non posso restare,"
trad_divina_commedia_inferno_3_15.csv,Di pi  direi  ma  l venire e  l sermone,"non posso continuare a parlare, perch  laggi  vedo"
trad_divina_commedia_inferno_3_15.csv,"pi  lungo esser non pu , per  ch i  veggio",nuovo fumo che sale dalla sabbia.
trad_divina_commedia_inferno_3_15.csv,l  surger nuovo fummo del sabbione., La gente viene con chi non devo essere.
trad_divina_commedia_inferno_3_15.csv,Gente vien con la quale esser non deggio.,"Lasciate che il mio tesoro, nel quale vivo ancora,"
trad_divina_commedia_inferno_3_15.csv,"Sieti raccomandato il mio Tesoro,",siate nella vostra mente    non chiedo altro. 
trad_divina_commedia_inferno_3_15.csv,"nel qual io vivo ancora, e pi  non cheggio .",Dopo essersi girato sembrava uno di loro.
trad_divina_commedia_inferno_3_15.csv,"Poi si rivolse, e parve di coloro",che corre per il panno verde sulla pianura
trad_divina_commedia_inferno_3_15.csv,che corrono a Verona il drappo verde,oltre Verona. E ha guardato pi  il vincitore
trad_divina_commedia_inferno_3_15.csv,per la campagna  e parve di costoro,di colui che segue il campo.
trad_divina_commedia_inferno_3_16.csv,Gi  era in loco onde s udia  l rimbombo,Ero arrivato dove potevo sentire il ruggito lontano
trad_divina_commedia_inferno_3_16.csv,"de l acqua che cadea ne l altro giro,","di acqua che cade nel cerchio inferiore,"
trad_divina_commedia_inferno_3_16.csv,"simile a quel che l arnie fanno rombo,","come il ronzio delle api intorno ad un alveare,"
trad_divina_commedia_inferno_3_16.csv,"quando tre ombre insieme si partiro,",quando tre sfumature ad una corsa
trad_divina_commedia_inferno_3_16.csv,"correndo, d una torma che passava",rotto da una folla di passaggio
trad_divina_commedia_inferno_3_16.csv,sotto la pioggia de l aspro martiro.,sotto quella pioggia di tormento amaro.
trad_divina_commedia_inferno_3_16.csv,"Venian ver  noi, e ciascuna gridava ","Insieme vennero verso di noi, ogni chiamata "
trad_divina_commedia_inferno_3_16.csv, S stati tu ch a l abito ne sembri,"Smettila, tu, che con la tua vestaglia sembri essere"
trad_divina_commedia_inferno_3_16.csv,essere alcun di nostra terra prava .,un uomo della nostra citt  degenerata. 
trad_divina_commedia_inferno_3_16.csv,"Ahim , che piaghe vidi ne  lor membri,","Oh, quali piaghe ho notato sui loro arti,"
trad_divina_commedia_inferno_3_16.csv,"ricenti e vecchie, da le fiamme incese!","vecchi e nuovi, marchiati dalle fiamme!"
trad_divina_commedia_inferno_3_16.csv,Ancor men duol pur ch i  me ne rimembri.,"Mi fa ancora male, quando me li ricordo."
trad_divina_commedia_inferno_3_16.csv,A le lor grida il mio dottor s attese ,"Il mio maestro era attento alle loro grida,"
trad_divina_commedia_inferno_3_16.csv,"volse  l viso ver  me, e  Or aspetta ,",poi mi volse la faccia e disse 
trad_divina_commedia_inferno_3_16.csv,"disse,  a costor si vuole esser cortese.", Ora aspettate  a questi uno deve mostrare cortesia.
trad_divina_commedia_inferno_3_16.csv,E se non fosse il foco che saetta,E non era per il fuoco che la natura
trad_divina_commedia_inferno_3_16.csv,"la natura del loco, i  dicerei","di questo posto si abbassa, direi"
trad_divina_commedia_inferno_3_16.csv,che meglio stesse a te che a lor la fretta .,ti si addice pi  di quanto non faccia loro. 
trad_divina_commedia_inferno_3_16.csv,"Ricominciar, come noi restammo, ei","Quando ci siamo fermati, hanno ripreso"
trad_divina_commedia_inferno_3_16.csv,"l antico verso  e quando a noi fuor giunti,","il loro vecchio ritornello, ma una volta che ci hanno raggiunto"
trad_divina_commedia_inferno_3_16.csv,fenno una rota di s  tutti e trei.,Tutti e tre si erano uniti in una singola ruota.
trad_divina_commedia_inferno_3_16.csv,"Qual sogliono i campion far nudi e unti,","Come combattenti, oliati e nudi, non si fa mai,"
trad_divina_commedia_inferno_3_16.csv,"avvisando lor presa e lor vantaggio,","osservando la loro presa e il loro vantaggio,"
trad_divina_commedia_inferno_3_16.csv,"prima che sien tra lor battuti e punti,","prima dello scambio di colpi e colpi,"
trad_divina_commedia_inferno_3_16.csv,"cos  rotando, ciascuno il visaggio","ruotando, ognuno fissava i suoi occhi su di me,"
trad_divina_commedia_inferno_3_16.csv,"drizzava a me, s  che  n contraro il collo",perch  i loro piedi si muovessero in avanti
trad_divina_commedia_inferno_3_16.csv,faceva ai pi  contin o v aggio.,mentre i loro colli si sforzavano.
trad_divina_commedia_inferno_3_16.csv,E  Se miseria d esto loco sollo,Uno cominci    Se lo squallore di questa sabbia mutevole
trad_divina_commedia_inferno_3_16.csv,"rende in dispetto noi e nostri prieghi ,",e le nostre facce annerite e senza pelo
trad_divina_commedia_inferno_3_16.csv,"cominci  l uno,  e  l tinto aspetto e brollo,","mettere noi e le nostre petizioni in oltraggio,"
trad_divina_commedia_inferno_3_16.csv,la fama nostra il tuo animo pieghi,Lascia che la nostra fama prevalga su di te.
trad_divina_commedia_inferno_3_16.csv,"a dirne chi tu se , che i vivi piedi","per dirci chi sei, che sei impavido"
trad_divina_commedia_inferno_3_16.csv,cos  sicuro per lo  nferno freghi.,Muoviti in piedi attraverso l Inferno.
trad_divina_commedia_inferno_3_16.csv,"Questi, l orme di cui pestar mi vedi,","Colui ai cui passi tu mi vedi calpestare,"
trad_divina_commedia_inferno_3_16.csv,"tutto che nudo e dipelato vada,","anche se si spoglia, pelato senza peli vicino al fuoco,"
trad_divina_commedia_inferno_3_16.csv,fu di grado maggior che tu non credi ,era di rango pi  alto di quanto immagini.
trad_divina_commedia_inferno_3_16.csv,nepote fu de la buona Gualdrada ,Era nipote del buon Gualdrada.
trad_divina_commedia_inferno_3_16.csv,"Guido Guerra ebbe nome, e in sua vita",Guido Guerra era il suo nome.
trad_divina_commedia_inferno_3_16.csv,fece col senno assai e con la spada.,"Ha fatto molto con buon senso, molto con la spada."
trad_divina_commedia_inferno_3_16.csv,"L altro, ch appresso me la rena trita,",Quest altra sabbia stridente dietro di me...
trad_divina_commedia_inferno_3_16.csv,"  Tegghiaio Aldobrandi, la cui voce","  Teggiaio Aldobrandi, la cui voce"
trad_divina_commedia_inferno_3_16.csv,nel mondo s  dovria esser gradita.,meritava un benvenuto migliore nel mondo.
trad_divina_commedia_inferno_3_16.csv,"E io, che posto son con loro in croce,"," E io, che sono stato messo a tormento con loro,"
trad_divina_commedia_inferno_3_16.csv,"Iacopo Rusticucci fui, e certo","era Jacopo Rusticucci. Era la mia moglie bestiale,"
trad_divina_commedia_inferno_3_16.csv,la fiera moglie pi  ch altro mi nuoce .,"pi  di ogni altra cosa, che mi ha portato a questo passo. "
trad_divina_commedia_inferno_3_16.csv,"S i  fossi stato dal foco coperto,",Se fossi stato al riparo dal fuoco
trad_divina_commedia_inferno_3_16.csv,"gittato mi sarei tra lor di sotto,","Mi sarei gettato in mezzo a loro,"
trad_divina_commedia_inferno_3_16.csv,e credo che  l dottor l avria sofferto ,E credo che il mio insegnante me l avrebbe permesso.
trad_divina_commedia_inferno_3_16.csv,"ma perch io mi sarei brusciato e cotto,",Ma siccome avrei bruciato e cotto...
trad_divina_commedia_inferno_3_16.csv,vinse paura la mia buona voglia,paura superato le buone intenzioni
trad_divina_commedia_inferno_3_16.csv,che di loro abbracciar mi facea ghiotto.,che mi ha fatto venire voglia di abbracciarli.
trad_divina_commedia_inferno_3_16.csv,"Poi cominciai   Non dispetto, ma doglia","Allora cominciai   Non disprezzo, ma tristezza,"
trad_divina_commedia_inferno_3_16.csv,"la vostra condizion dentro mi fisse,",Hai sistemato le tue condizioni nel mio cuore cosi  profondamente...
trad_divina_commedia_inferno_3_16.csv,"tanta che tardi tutta si dispoglia,",Ci vorra  molto prima che mi lasci...
trad_divina_commedia_inferno_3_16.csv,tosto che questo mio segnor mi disse, il momento in cui le parole del mio padrone
trad_divina_commedia_inferno_3_16.csv,parole per le quali i  mi pensai,mi ha fatto pensare che tali uomini degni
trad_divina_commedia_inferno_3_16.csv,"che qual voi siete, tal gente venisse.",mentre ti avvicinavi.
trad_divina_commedia_inferno_3_16.csv,"Di vostra terra sono, e sempre mai", Io sono della tua citt . Quante volte
trad_divina_commedia_inferno_3_16.csv,l ovra di voi e li onorati nomi,"Ho sentito le tue azioni, suonano i tuoi nomi d onore!"
trad_divina_commedia_inferno_3_16.csv,con affezion ritrassi e ascoltai.,E anch io ti ho chiamato con affetto.
trad_divina_commedia_inferno_3_16.csv,Lascio lo fele e vo per dolci pomi,Lascio l amarezza per i frutti dolci.
trad_divina_commedia_inferno_3_16.csv,promessi a me per lo verace duca ,Promesso dal mio leader veritiero.
trad_divina_commedia_inferno_3_16.csv,ma  nfino al centro pria convien ch i  tomi .,Ma prima devo scendere nel nucleo stesso. 
trad_divina_commedia_inferno_3_16.csv, Se lungamente l anima conduca,Che il tuo spirito possa a lungo accelerare
trad_divina_commedia_inferno_3_16.csv,"le membra tue , rispuose quelli ancora,","i tuoi arti,  rispose ancora una volta,"
trad_divina_commedia_inferno_3_16.csv," e se la fama tua dopo te luca,"," e la tua fama brillano dopo di te,"
trad_divina_commedia_inferno_3_16.csv,cortesia e valor d  se dimora, Dicci se valore e cortesia ancora vivere
trad_divina_commedia_inferno_3_16.csv,"ne la nostra citt  s  come suole,","l  nella nostra citt , come una volta facevano,"
trad_divina_commedia_inferno_3_16.csv,o se del tutto se n   gita fora ,o l hanno abbandonata del tutto?
trad_divina_commedia_inferno_3_16.csv,"ch  Guiglielmo Borsiere, il qual si duole","Guglielmo Borsiere, che soffre con noi qui"
trad_divina_commedia_inferno_3_16.csv,"con noi per poco e va l  coi compagni,","cos  poco tempo, va laggi  con la nostra azienda"
trad_divina_commedia_inferno_3_16.csv,assai ne cruccia con le sue parole .,e ci fa preoccupare molto delle sue parole. 
trad_divina_commedia_inferno_3_16.csv, La gente nuova e i s biti guadagni, La nuova folla con i loro profitti improvvisi
trad_divina_commedia_inferno_3_16.csv,"orgoglio e dismisura han generata,","hai generato in te, Firenze, tale eccesso"
trad_divina_commedia_inferno_3_16.csv,"Fiorenza, in te, s  che tu gi  ten piagni .",e l arroganza che gi  piangi. 
trad_divina_commedia_inferno_3_16.csv,Cos  gridai con la faccia levata ,"Questo, il mio viso alzato, ho gridato."
trad_divina_commedia_inferno_3_16.csv,"e i tre, che ci  inteser per risposta,","prenderlo per risposta, guardarsi l un l altro"
trad_divina_commedia_inferno_3_16.csv,guardar l un l altro com al ver si guata.,come fanno gli uomini quando affrontano la verit .
trad_divina_commedia_inferno_3_16.csv," Se l altre volte s  poco ti costa ,", Se in altre occasioni costa cos  poco
trad_divina_commedia_inferno_3_16.csv,"rispuoser tutti,  il satisfare altrui,","perch  tu dia risposte chiare,  risposero a loro volta,"
trad_divina_commedia_inferno_3_16.csv,felice te se s  parli a tua posta!,Sei felice di parlare cosi  gratis.
trad_divina_commedia_inferno_3_16.csv,"Per , se campi d esti luoghi bui"," Perci , cos  possiate fuggire da queste regioni oscure"
trad_divina_commedia_inferno_3_16.csv,"e torni a riveder le belle stelle,","per rivedere la bellezza delle stelle,"
trad_divina_commedia_inferno_3_16.csv,"quando ti giover  dicere  I  fui ,",quando ti rallegrerai nel dire   Ero l . 
trad_divina_commedia_inferno_3_16.csv,fa che di noi a la gente favelle ., fai in modo che tu parli di noi agli altri. 
trad_divina_commedia_inferno_3_16.csv,"Indi rupper la rota, e a fuggirsi",Poi hanno rotto il loro cerchio e come sono fuggiti
trad_divina_commedia_inferno_3_16.csv,ali sembiar le gambe loro isnelle.,le loro gambe agili sembravano ali.
trad_divina_commedia_inferno_3_16.csv,Un amen non saria possuto dirsi, Amen  non avrebbe potuto essere detto cos  in fretta
trad_divina_commedia_inferno_3_16.csv,tosto cos  com e  fuoro spariti ,E poi il mio padrone...
trad_divina_commedia_inferno_3_16.csv,per ch al maestro parve di partirsi.,Pensavo fosse ora di andarsene.
trad_divina_commedia_inferno_3_16.csv,"Io lo seguiva, e poco eravam iti,",L ho seguito e non eravamo andati lontano.
trad_divina_commedia_inferno_3_16.csv,"che  l suon de l acqua n era s  vicino,",prima che il ruggito d acqua fosse cos  vicino
trad_divina_commedia_inferno_3_16.csv,che per parlar saremmo a pena uditi.,Non ci saremmo potuti sentire parlare.
trad_divina_commedia_inferno_3_16.csv,Come quel fiume c ha proprio cammino,Come il fiume che   il primo a reggere
trad_divina_commedia_inferno_3_16.csv,"prima dal Monte Viso  nver  levante,",il suo percorso dal Monte Viso verso est
trad_divina_commedia_inferno_3_16.csv,"da la sinistra costa d Apennino,","sul versante sinistro dell Appennino,"
trad_divina_commedia_inferno_3_16.csv,"che si chiama Acquacheta suso, avante","e lass  si chiama l Acquacheta,"
trad_divina_commedia_inferno_3_16.csv,"che si divalli gi  nel basso letto,",prima che si versi nel suo letto pi  basso
trad_divina_commedia_inferno_3_16.csv,"e a Forl  di quel nome   vacante,","e, avendo perso quel nome a Forl ,"
trad_divina_commedia_inferno_3_16.csv,rimbomba l  sovra San Benedetto,riverbera sopra San Benedetto
trad_divina_commedia_inferno_3_16.csv,de l Alpe per cadere ad una scesa,"dell Alpe, caduta in una cataratta"
trad_divina_commedia_inferno_3_16.csv,ove dovea per mille esser recetto ,"dove ce ne sarebbero state mille,"
trad_divina_commedia_inferno_3_16.csv,"cos , gi  d una ripa discoscesa,","cos , gi  da una riva precipitosa, l alluvione"
trad_divina_commedia_inferno_3_16.csv,"trovammo risonar quell acqua tinta,",di quell acqua scura che scendeva risuonava
trad_divina_commedia_inferno_3_16.csv,s  che  n poc ora avria l orecchia offesa.,nelle nostre orecchie e ci ha quasi sbalorditi.
trad_divina_commedia_inferno_3_16.csv,"Io avea una corda intorno cinta,","Avevo un cordone intorno alla vita,"
trad_divina_commedia_inferno_3_16.csv,e con essa pensai alcuna volta,con cui una volta avevo intenzione di prendere
trad_divina_commedia_inferno_3_16.csv,prender la lonza a la pelle dipinta.,il leopardo con la pelle dipinta.
trad_divina_commedia_inferno_3_16.csv,"Poscia ch io l ebbi tutta da me sciolta,","Dopo che l ho sciolto,"
trad_divina_commedia_inferno_3_16.csv,"s  come  l duca m avea comandato,","come aveva comandato il mio capo,"
trad_divina_commedia_inferno_3_16.csv,porsila a lui aggroppata e ravvolta.,Gliel ho dato a spirale e annodato.
trad_divina_commedia_inferno_3_16.csv,"Ond ei si volse inver  lo destro lato,","Poi, girando intorno al suo lato destro,"
trad_divina_commedia_inferno_3_16.csv,e alquanto di lunge da la sponda,"l ha scaraventato lontano dal bordo,"
trad_divina_commedia_inferno_3_16.csv,la gitt  giuso in quell alto burrato.,gi  nella profondit  di quell abisso.
trad_divina_commedia_inferno_3_16.csv," E  pur convien che novit  risponda ,"," Certo,  mi sono detto,  qualcosa di nuovo"
trad_divina_commedia_inferno_3_16.csv,"dicea fra me medesmo,  al novo cenno",e strano risponder  a questo strano segnale
trad_divina_commedia_inferno_3_16.csv,che  l maestro con l occhio s  seconda .,il padrone segue con l occhio. 
trad_divina_commedia_inferno_3_16.csv,Ahi quanto cauti li uomini esser dienno,"Ah, come dovremmo essere cauti con quelli"
trad_divina_commedia_inferno_3_16.csv,"presso a color che non veggion pur l ovra,","che non vedono solo le nostre azioni,"
trad_divina_commedia_inferno_3_16.csv,ma per entro i pensier miran col senno!,ma con la loro saggezza sbircia nei nostri pensieri!
trad_divina_commedia_inferno_3_16.csv,El disse a me   Tosto verr  di sovra,Mi disse   Presto ci  che mi aspetto
trad_divina_commedia_inferno_3_16.csv,ci  ch io attendo e che il tuo pensier sogna ,e la tua mente solo sogni apparir .
trad_divina_commedia_inferno_3_16.csv,tosto convien ch al tuo viso si scovra .,Presto apparir  sotto i tuoi occhi. 
trad_divina_commedia_inferno_3_16.csv,Sempre a quel ver c ha faccia di menzogna,A una verit  che porta il volto della falsit 
trad_divina_commedia_inferno_3_16.csv,"de  l uom chiuder le labbra fin ch el puote,","un uomo dovrebbe sigillare le labbra se   in grado,"
trad_divina_commedia_inferno_3_16.csv,per  che sanza colpa fa vergogna ,"perch  lo svergognava, senza colpa sua,"
trad_divina_commedia_inferno_3_16.csv,ma qui tacer nol posso  e per le note,Ma qui non posso stare in silenzio.
trad_divina_commedia_inferno_3_16.csv,"di questa comed a, lettor, ti giuro,","di questa Commedia, cos  possano presto avere successo"
trad_divina_commedia_inferno_3_16.csv,"s elle non sien di lunga grazia v te,","nel trovare il favore    te lo giuro, lettore,"
trad_divina_commedia_inferno_3_16.csv,ch i  vidi per quell aere grosso e scuro,che ho visto venire a nuotare
trad_divina_commedia_inferno_3_16.csv,"venir notando una figura in suso,",attraverso quell aria densa e torbida una forma
trad_divina_commedia_inferno_3_16.csv,"maravigliosa ad ogne cor sicuro,","per stupire nel cuore pi  robusto,"
trad_divina_commedia_inferno_3_16.csv,s  come torna colui che va giuso,"una forma pi  simile a quella che, dopo essersi tuffata"
trad_divina_commedia_inferno_3_16.csv,talora a solver l  ncora ch aggrappa,per sciogliere l ancora catturata velocemente in una barriera corallina
trad_divina_commedia_inferno_3_16.csv,"o scoglio o altro che nel mare   chiuso,","o qualcos altro nascosto nel mare, ora sorge,"
trad_divina_commedia_inferno_3_16.csv,che  n s  si stende e da pi  si rattrappa.,verso l alto e disegnando nei suoi piedi.
trad_divina_commedia_inferno_3_17.csv," Ecco la fiera con la coda aguzza,"," Ecco la bestia con coda appuntita, che salta"
trad_divina_commedia_inferno_3_17.csv,che passa i monti e rompe i muri e l armi!,"Oltre le montagne, infrange muri e armi!"
trad_divina_commedia_inferno_3_17.csv,Ecco colei che tutto  l mondo appuzza! .,Ecco colui il cui odore affligge il mondo!. 
trad_divina_commedia_inferno_3_17.csv,S  cominci  lo mio duca a parlarmi ,era come la mia guida ha cominciato.
trad_divina_commedia_inferno_3_17.csv,"e accennolle che venisse a proda,",Poi ha segnalato alla bestia di scendere a terra
trad_divina_commedia_inferno_3_17.csv,vicino al fin d i passeggiati marmi.,vicino al confine del nostro sentiero pietroso.
trad_divina_commedia_inferno_3_17.csv,E quella sozza imagine di froda,"E quella sciagura di frode si fece avanti,"
trad_divina_commedia_inferno_3_17.csv,"sen venne, e arriv  la testa e  l busto,",spiaggiato la testa e il petto
trad_divina_commedia_inferno_3_17.csv,ma  n su la riva non trasse la coda.,ma non ha tirato la coda sulla banca.
trad_divina_commedia_inferno_3_17.csv,"La faccia sua era faccia d uom giusto,","Aveva le caratteristiche di un uomo giusto,"
trad_divina_commedia_inferno_3_17.csv,"tanto benigna avea di fuor la pelle,","benevolente nel volto,"
trad_divina_commedia_inferno_3_17.csv,e d un serpente tutto l altro fusto ,ma tutto il resto era serpente.
trad_divina_commedia_inferno_3_17.csv,due branche avea pilose insin l ascelle ,"Aveva avambracci, pelosi alle ascelle,"
trad_divina_commedia_inferno_3_17.csv,lo dosso e  l petto e ambedue le coste,e schiena e petto e entrambi i fianchi
trad_divina_commedia_inferno_3_17.csv,dipinti avea di nodi e di rotelle.,sono stati dipinti e inscritti con anelli e cullicue.
trad_divina_commedia_inferno_3_17.csv,"Con pi  color, sommesse e sovraposte",Tanti colori vividi Turco o Tartar mai twove
trad_divina_commedia_inferno_3_17.csv,"non fer mai drappi Tartari n  Turchi,","in ordito e woof o in ricamo sopra,"
trad_divina_commedia_inferno_3_17.csv,n  fuor tai tele per Aragne imposte.,n  tali colori sono stati modellati sul telaio di Arachne.
trad_divina_commedia_inferno_3_17.csv,"Come talvolta stanno a riva i burchi,","Mentre a volte le chiatte si sdraiano a terra,"
trad_divina_commedia_inferno_3_17.csv,"che parte sono in acqua e parte in terra,","in parte in acqua, in parte sulla terra,"
trad_divina_commedia_inferno_3_17.csv,e come l  tra li Tedeschi lurchi,e come tra i tedeschi guzzling
trad_divina_commedia_inferno_3_17.csv,"lo bivero s assetta a far sua guerra,","il castoro si propone di catturare la sua preda,"
trad_divina_commedia_inferno_3_17.csv,cos  la fiera pessima si stava,cos  posare questo peggiore dei bruti sul bordo pietroso
trad_divina_commedia_inferno_3_17.csv,su l orlo ch   di pietra e  l sabbion serra.,che fa un confine per il terreno sabbioso.
trad_divina_commedia_inferno_3_17.csv,"Nel vano tutta sua coda guizzava,","La sua lunghezza di coda schiacciata nel vuoto,"
trad_divina_commedia_inferno_3_17.csv,torcendo in s  la venenosa forca,"torcendo la sua punta forcuta, invenomata,"
trad_divina_commedia_inferno_3_17.csv,ch a guisa di scorpion la punta armava.,armati come la coda di uno scorpione.
trad_divina_commedia_inferno_3_17.csv,Lo duca disse   Or convien che si torca,Il mio capo disse   Ora dobbiamo cambiare
trad_divina_commedia_inferno_3_17.csv,la nostra via un poco insino a quella,direzione per un momento fino a raggiungere
trad_divina_commedia_inferno_3_17.csv,bestia malvagia che col  si corca .,quella bestia malvagia si stese laggi . 
trad_divina_commedia_inferno_3_17.csv,"Per  scendemmo a la destra mammella,","Siamo discesi, quindi, alla nostra destra,"
trad_divina_commedia_inferno_3_17.csv,"e diece passi femmo in su lo stremo,",e ha fatto dieci passi lungo il bordo per mantenere
trad_divina_commedia_inferno_3_17.csv,per ben cessar la rena e la fiammella.,la nostra distanza dalla sabbia e dalle fiamme.
